price,sqft_living,sqft_above,sqft_basement,sqft_living15
-0.8656339241512887,-0.9808332997212348,-0.7352441186593524,-0.659569995939676,-0.9440202674694195
-0.006821398805696525,0.5324610899094538,0.4598448941701526,0.24440958239790583,-0.433558815458385
-0.9794720918576484,-1.4272007096123012,-1.2301799724574303,-0.659569995939676,1.0686563147455166
0.17249409209214936,-0.13164651992847423,-0.8921749991319136,1.3969835447783225,-0.9148510416402176
-0.08289463736841902,-0.43648279985408056,-0.13166380914950135,-0.659569995939676,-0.2731280733977742
1.873274354244445,3.6352589391522327,2.5361611588840405,2.7981518912015746,4.043917349324118
-0.6755866728133444,-1.1114774196893518,-0.8801033929417166,-0.659569995939676,-0.49189726711678894
-0.844985473684264,-0.3276126998806497,-0.8921749991319136,0.9901927345264109,-0.3022972992269761
-0.5909551949123156,-0.20785558990987582,0.12183992084463607,-0.659569995939676,0.587364088563684
0.33143282266069457,1.6102750796464191,0.08562510227404502,3.1823432119950468,0.3248410561008663
-0.19700449521250277,-1.0026073197159209,-1.1215355167456569,0.018414687813510376,-0.9586048803840205
-0.6262749128164368,-0.7086580497876577,-0.43345396390442686,-0.659569995939676,-0.3022972992269761
-0.3817537888648288,-0.7739801097717162,-0.5058836010456089,-0.659569995939676,-0.9002664287256166
-0.028556609823617237,-0.2949516698886205,0.02526707132305991,-0.659569995939676,-0.9148510416402176
0.29747155544519344,0.9461674698084911,0.23048437655640924,1.5325804815289599,0.22274876569865937
-0.39533829575102925,-0.20785558990987582,0.12183992084463607,-0.659569995939676,-0.1418665571663653
-0.15081717179942125,-0.5235788798328253,-0.2282366586710775,-0.659569995939676,-0.5502357187751928
-0.843627022995644,-0.9046242297398331,-0.6507428753279733,-0.659569995939676,-1.0315279449570254
-0.42250730952343013,-0.501804859838139,-1.1215355167456569,1.0579912029017295,-0.8565125899818136
3.9652884147193133,1.0550375697819219,0.652990593213305,0.9675932450679713,3.0959175098750538
-0.694197447247439,0.20585078998916137,0.5805609560721229,-0.659569995939676,0.36859489484466923
-0.7819533617322939,-1.1005904096920087,-0.8680317867515196,-0.659569995939676,-1.1190356224446314
-0.5746537866488751,0.40181696994133687,0.7978498674956692,-0.659569995939676,0.3102564431862653
-0.8354763188639237,-0.4038217698620513,-0.09544899057891029,-0.659569995939676,-1.39614326782205
1.077222250713099,0.40181696994133687,-0.047162565818122205,0.9223942661510922,-0.3314665250561781
0.34365887885827495,-0.7413190797796869,-0.4696687824750179,-0.659569995939676,-0.18562039591016824
-0.27851153652970545,-0.6106749598115699,-1.206036760077036,0.9901927345264109,-0.6814972350066018
0.48493775047475957,0.5324610899094538,0.9427091417780334,-0.659569995939676,0.9373947985141077
0.10864690972700726,0.2602858399758768,0.6409189870231079,-0.659569995939676,0.8644717339411028
